age,education,hours-per-week,native-country,salary
28, Prof-school,85, United-States, <=50K
47, HS-grad,40, United-States, <=50K
41, HS-grad,40, United-States, <=50K
34, Masters,40, United-States, >50K
25, HS-grad,35, United-States, <=50K
20, Some-college,40, United-States, <=50K
21, Some-college,15, United-States, <=50K
25, HS-grad,30, ?, <=50K
46, 9th,40, United-States, <=50K
37, 1st-4th,40, Cambodia, <=50K
41, Some-college,56, United-States, >50K
44, HS-grad,50, United-States, <=50K
30, HS-grad,40, United-States, >50K
54, Some-college,40, United-States, <=50K
35, HS-grad,99, United-States, <=50K
58, HS-grad,12, United-States, <=50K
21, Some-college,25, Ecuador, <=50K
35, Masters,40, United-States, >50K
35, Prof-school,80, United-States, >50K
19, Some-college,20, United-States, <=50K
48, HS-grad,40, United-States, <=50K
56, Some-college,40, Nicaragua, <=50K
65, Some-college,35, United-States, <=50K
40, Bachelors,35, United-States, <=50K
26, HS-grad,40, United-States, <=50K
45, Some-college,40, United-States, <=50K
26, Some-college,40, United-States, <=50K
32, HS-grad,40, United-States, <=50K
35, Bachelors,50, United-States, >50K
22, Some-college,48, United-States, <=50K
37, Assoc-voc,38, United-States, <=50K
25, Bachelors,40, Mexico, <=50K
64, 1st-4th,53, ?, <=50K
46, Assoc-voc,48, United-States, >50K
30, HS-grad,27, United-States, <=50K
63, Assoc-acdm,40, United-States, >50K
51, HS-grad,40, United-States, >50K
68, 7th-8th,16, United-States, <=50K
36, Doctorate,50, Canada, <=50K
28, Some-college,50, United-States, <=50K
41, Some-college,40, United-States, <=50K
47, Some-college,40, United-States, <=50K
22, Some-college,30, United-States, <=50K
33, Bachelors,80, Philippines, <=50K
34, Prof-school,40, United-States, >50K
46, Bachelors,40, United-States, >50K
28, Some-college,40, United-States, <=50K
36, HS-grad,52, United-States, >50K
18, Some-college,20, United-States, <=50K
33, Masters,50, United-States, >50K
51, HS-grad,60, United-States, >50K
56, HS-grad,35, United-States, <=50K
54, HS-grad,40, United-States, <=50K
29, HS-grad,40, United-States, <=50K
40, Some-college,84, United-States, <=50K
53, Masters,65, United-States, >50K
22, HS-grad,35, United-States, <=50K
33, HS-grad,40, United-States, >50K
28, HS-grad,50, United-States, <=50K
63, Some-college,12, United-States, <=50K
53, Doctorate,60, Germany, >50K
37, 10th,50, United-States, <=50K
50, Some-college,40, United-States, <=50K
22, HS-grad,40, United-States, <=50K
40, Assoc-acdm,40, United-States, <=50K
22, Bachelors,40, United-States, >50K
21, Some-college,40, United-States, <=50K
25, Assoc-acdm,40, Jamaica, <=50K
20, Some-college,40, United-States, <=50K
43, HS-grad,40, United-States, <=50K
29, Assoc-voc,50, United-States, <=50K
32, Bachelors,40, United-States, >50K
42, Masters,50, United-States, >50K
33, HS-grad,40, South, <=50K
27, Some-college,40, United-States, >50K
22, Some-college,40, Iran, <=50K
29, Some-college,38, United-States, <=50K
29, HS-grad,40, United-States, <=50K
20, Some-college,20, United-States, <=50K
35, 10th,40, United-States, <=50K
31, Bachelors,50, Puerto-Rico, >50K
33, HS-grad,50, United-States, <=50K
67, Some-college,40, United-States, <=50K
46, Some-college,10, United-States, <=50K
45, 9th,40, United-States, >50K
17, 11th,20, United-States, <=50K
35, Bachelors,70, United-States, >50K
48, Bachelors,40, Jamaica, >50K
49, HS-grad,40, United-States, <=50K
20, Some-college,40, United-States, <=50K
27, HS-grad,46, Canada, <=50K
64, Some-college,20, United-States, <=50K
53, Some-college,40, United-States, <=50K
52, HS-grad,40, United-States, <=50K
29, HS-grad,55, United-States, <=50K
32, HS-grad,40, United-States, >50K
48, Bachelors,20, United-States, >50K
30, Some-college,40, Mexico, <=50K
34, HS-grad,20, United-States, <=50K
19, Some-college,50, United-States, <=50K
39, HS-grad,50, United-States, <=50K
28, 11th,40, United-States, <=50K
17, 12th,10, ?, <=50K
54, Bachelors,50, United-States, <=50K
24, Some-college,40, United-States, <=50K
25, HS-grad,40, United-States, <=50K
25, 11th,12, United-States, <=50K
48, Some-college,40, United-States, >50K
24, Bachelors,40, United-States, <=50K
31, Some-college,50, Taiwan, <=50K
47, Some-college,40, United-States, >50K
45, Bachelors,40, ?, >50K
19, Some-college,25, United-States, <=50K
52, Some-college,50, United-States, >50K
52, HS-grad,40, United-States, <=50K
19, HS-grad,12, South, <=50K
60, HS-grad,28, United-States, <=50K
43, Masters,50, United-States, >50K
24, Assoc-acdm,30, United-States, <=50K
20, Some-college,40, United-States, <=50K
51, HS-grad,40, United-States, <=50K
38, 9th,40, United-States, <=50K
21, Some-college,10, United-States, <=50K
40, HS-grad,50, United-States, >50K
54, Some-college,40, United-States, <=50K
35, Bachelors,50, United-States, <=50K
52, 11th,40, United-States, <=50K
53, HS-grad,40, United-States, >50K
56, Some-college,40, United-States, <=50K
35, HS-grad,40, United-States, <=50K
43, Some-college,42, United-States, <=50K
29, Bachelors,40, Canada, <=50K
29, HS-grad,65, United-States, <=50K
27, HS-grad,40, United-States, <=50K
58, Bachelors,40, Mexico, <=50K
64, HS-grad,18, United-States, <=50K
53, HS-grad,32, United-States, <=50K
21, HS-grad,30, United-States, <=50K
40, Assoc-acdm,30, United-States, <=50K
52, Doctorate,40, Iran, >50K
38, Assoc-voc,50, United-States, <=50K
40, Some-college,30, United-States, <=50K
39, HS-grad,40, United-States, <=50K
56, Masters,50, United-States, >50K
68, Doctorate,55, United-States, >50K
24, HS-grad,38, United-States, <=50K
40, Prof-school,50, United-States, >50K
43, Prof-school,99, United-States, >50K
38, Bachelors,70, United-States, <=50K
45, HS-grad,40, United-States, >50K
18, 11th,55, United-States, <=50K
57, Masters,50, United-States, >50K
49, HS-grad,35, United-States, <=50K
25, Some-college,40, Yugoslavia, <=50K
52, Some-college,40, United-States, <=50K
56, 10th,56, United-States, <=50K
26, Some-college,48, United-States, <=50K
19, HS-grad,40, United-States, <=50K
25, Bachelors,40, United-States, <=50K
25, HS-grad,30, United-States, <=50K
21, HS-grad,45, United-States, <=50K
48, 7th-8th,40, Italy, <=50K
33, Masters,60, Canada, <=50K
31, HS-grad,40, United-States, <=50K
26, HS-grad,65, United-States, <=50K
37, Bachelors,38, United-States, <=50K
29, Some-college,30, United-States, <=50K
20, Some-college,20, United-States, <=50K
28, Some-college,60, ?, <=50K
49, HS-grad,20, United-States, <=50K
73, 10th,4, United-States, <=50K
49, Masters,40, United-States, >50K
51, Some-college,40, United-States, >50K
40, Some-college,40, United-States, <=50K
24, Assoc-voc,40, United-States, <=50K
18, 12th,24, United-States, <=50K
41, 10th,40, United-States, >50K
46, HS-grad,40, United-States, >50K
46, HS-grad,40, United-States, <=50K
64, 10th,40, United-States, >50K
50, Prof-school,40, United-States, >50K
53, Masters,36, United-States, >50K
21, HS-grad,40, United-States, <=50K
22, Some-college,25, United-States, <=50K
37, Bachelors,45, United-States, >50K
39, Prof-school,55, United-States, >50K
30, Bachelors,40, India, <=50K
25, Bachelors,40, United-States, <=50K
26, Some-college,40, United-States, <=50K
43, Bachelors,50, United-States, <=50K
59, HS-grad,60, United-States, <=50K
27, HS-grad,40, Jamaica, <=50K
55, 10th,40, United-States, >50K
20, Some-college,12, Canada, <=50K
25, Assoc-voc,36, Canada, <=50K
28, Assoc-acdm,40, United-States, <=50K
29, Bachelors,50, United-States, <=50K
60, 11th,40, United-States, >50K
37, Bachelors,50, United-States, >50K
25, 11th,40, United-States, <=50K
27, Some-college,60, United-States, <=50K
50, Bachelors,40, United-States, >50K
41, Some-college,70, United-States, <=50K
46, 7th-8th,47, United-States, <=50K
35, Assoc-voc,40, United-States, <=50K
21, Some-college,40, United-States, <=50K
35, 11th,60, United-States, <=50K
40, HS-grad,40, United-States, <=50K
49, Bachelors,40, United-States, >50K
29, Bachelors,50, United-States, <=50K
43, Bachelors,40, United-States, <=50K
39, Assoc-acdm,60, United-States, <=50K
35, HS-grad,60, United-States, <=50K
52, Some-college,40, United-States, <=50K
25, Some-college,40, Outlying-US(Guam-USVI-etc), <=50K
20, HS-grad,30, United-States, <=50K
46, Some-college,10, ?, <=50K
24, Bachelors,40, United-States, <=50K
29, Bachelors,30, India, <=50K
21, Some-college,40, United-States, <=50K
37, Bachelors,50, United-States, <=50K
43, HS-grad,40, United-States, <=50K
19, HS-grad,26, United-States, <=50K
47, HS-grad,45, United-States, <=50K
61, HS-grad,45, United-States, >50K
21, Assoc-acdm,55, United-States, <=50K
35, HS-grad,60, United-States, <=50K
60, 10th,40, United-States, <=50K
27, Some-college,40, United-States, <=50K
57, Bachelors,35, India, <=50K
56, 1st-4th,40, United-States, <=50K
27, HS-grad,40, United-States, <=50K
47, 7th-8th,35, United-States, <=50K
19, HS-grad,30, United-States, <=50K
28, 12th,30, United-States, <=50K
43, 10th,40, United-States, <=50K
63, Some-college,35, United-States, <=50K
22, Some-college,40, United-States, <=50K
25, HS-grad,40, Philippines, <=50K
35, HS-grad,40, United-States, >50K
20, HS-grad,40, United-States, <=50K
48, 10th,70, United-States, <=50K
30, Bachelors,40, Germany, <=50K
31, Bachelors,40, United-States, >50K
20, HS-grad,24, Philippines, <=50K
57, Masters,50, United-States, >50K
41, Assoc-voc,44, United-States, >50K
33, HS-grad,40, United-States, <=50K
27, Assoc-voc,40, United-States, <=50K
34, HS-grad,60, United-States, >50K
22, 10th,30, United-States, <=50K
50, Assoc-acdm,40, United-States, >50K
40, Bachelors,45, United-States, >50K
37, HS-grad,51, United-States, <=50K
40, Assoc-acdm,40, United-States, <=50K
53, Masters,55, United-States, >50K
38, Some-college,40, United-States, >50K
25, HS-grad,40, United-States, <=50K
51, HS-grad,40, United-States, <=50K
22, 12th,40, United-States, <=50K
18, Some-college,16, United-States, <=50K
41, 11th,40, United-States, >50K
33, HS-grad,40, United-States, <=50K
33, Bachelors,40, United-States, <=50K
67, Some-college,40, United-States, <=50K
47, HS-grad,50, United-States, >50K
24, Some-college,40, United-States, <=50K
32, 7th-8th,40, United-States, <=50K
29, HS-grad,40, Mexico, <=50K
25, Assoc-voc,45, United-States, <=50K
33, Some-college,40, United-States, <=50K
55, Bachelors,40, United-States, <=50K
31, Some-college,40, United-States, >50K
32, Masters,50, United-States, <=50K
18, HS-grad,3, United-States, <=50K
36, HS-grad,50, United-States, <=50K
58, HS-grad,27, United-States, <=50K
34, Masters,50, United-States, >50K
19, 11th,40, United-States, <=50K
21, HS-grad,40, United-States, <=50K
36, HS-grad,50, United-States, <=50K
37, Bachelors,40, United-States, >50K
43, HS-grad,21, Trinadad&Tobago, <=50K
52, Bachelors,40, United-States, <=50K
48, Assoc-voc,40, ?, <=50K
43, Some-college,38, United-States, <=50K
22, HS-grad,40, United-States, <=50K
57, 5th-6th,40, United-States, <=50K
37, Assoc-acdm,40, United-States, <=50K
39, Some-college,38, United-States, <=50K
54, Some-college,40, United-States, >50K
27, Assoc-acdm,40, United-States, <=50K
21, HS-grad,35, United-States, <=50K
65, Some-college,38, United-States, <=50K
30, Some-college,40, United-States, <=50K
22, 9th,40, United-States, <=50K
26, Bachelors,50, United-States, <=50K
25, 11th,40, United-States, <=50K
35, Assoc-voc,40, United-States, >50K
47, Assoc-voc,50, United-States, >50K
23, Assoc-acdm,60, United-States, <=50K
42, HS-grad,40, United-States, >50K
39, Some-college,30, United-States, <=50K
55, Doctorate,60, United-States, >50K
24, Masters,10, China, <=50K
46, Bachelors,40, ?, >50K
53, HS-grad,40, United-States, >50K
44, 11th,60, United-States, <=50K
40, HS-grad,40, United-States, <=50K
48, Some-college,40, United-States, >50K
26, Assoc-voc,35, United-States, <=50K
22, HS-grad,40, United-States, <=50K
35, HS-grad,12, United-States, <=50K
20, Some-college,20, United-States, <=50K
43, HS-grad,40, United-States, <=50K
37, HS-grad,25, United-States, <=50K
30, HS-grad,40, Laos, <=50K
41, HS-grad,50, United-States, <=50K
38, Prof-school,60, United-States, >50K
77, 9th,40, United-States, <=50K
42, HS-grad,50, United-States, <=50K
20, HS-grad,40, United-States, <=50K
36, Bachelors,40, United-States, <=50K
32, Assoc-voc,40, United-States, <=50K
27, Bachelors,40, United-States, >50K
25, Some-college,45, United-States, <=50K
40, Masters,40, United-States, <=50K
18, 11th,25, United-States, <=50K
49, Bachelors,45, United-States, >50K
17, 11th,16, United-States, <=50K
29, HS-grad,40, United-States, <=50K
47, Prof-school,55, Taiwan, >50K
24, Some-college,45, United-States, <=50K
58, 7th-8th,24, United-States, <=50K
29, HS-grad,40, United-States, <=50K
45, Some-college,24, Canada, >50K
30, 12th,50, United-States, <=50K
19, Some-college,20, United-States, <=50K
59, 10th,40, United-States, >50K
47, 7th-8th,30, United-States, <=50K
41, Some-college,40, United-States, <=50K
28, Assoc-acdm,40, France, <=50K
46, Assoc-acdm,40, United-States, >50K
40, Some-college,60, United-States, <=50K
66, 10th,40, United-States, <=50K
30, Bachelors,45, ?, >50K
44, Some-college,12, United-States, <=50K
58, HS-grad,60, United-States, >50K
21, 7th-8th,48, Mexico, <=50K
59, 9th,40, United-States, <=50K
35, Some-college,40, United-States, <=50K
45, 9th,40, United-States, >50K
30, HS-grad,40, United-States, <=50K
33, HS-grad,40, Jamaica, <=50K
26, Some-college,15, United-States, <=50K
48, Some-college,35, United-States, <=50K
31, HS-grad,40, United-States, <=50K
36, HS-grad,45, United-States, <=50K
48, HS-grad,38, United-States, <=50K
30, HS-grad,40, United-States, <=50K
33, HS-grad,50, United-States, >50K
19, 9th,25, United-States, <=50K
37, Assoc-acdm,40, ?, >50K
53, Bachelors,45, United-States, >50K
18, Some-college,40, ?, <=50K
38, Some-college,50, United-States, >50K
34, Some-college,50, United-States, <=50K
45, Bachelors,52, United-States, >50K
33, Assoc-voc,60, United-States, <=50K
35, Assoc-voc,44, United-States, <=50K
22, HS-grad,40, United-States, <=50K
35, HS-grad,30, United-States, <=50K
45, HS-grad,8, United-States, <=50K
17, 11th,45, United-States, <=50K
50, HS-grad,45, United-States, <=50K
38, Bachelors,50, United-States, >50K
33, Some-college,50, United-States, >50K
46, HS-grad,35, ?, <=50K
25, Bachelors,50, United-States, <=50K
64, HS-grad,40, United-States, <=50K
62, Some-college,10, United-States, <=50K
32, HS-grad,60, United-States, >50K
17, 11th,20, United-States, <=50K
61, HS-grad,55, United-States, <=50K
40, Doctorate,40, United-States, <=50K
21, HS-grad,40, United-States, <=50K
39, Bachelors,50, United-States, >50K
35, Some-college,45, United-States, <=50K
29, Assoc-voc,40, United-States, <=50K
27, Assoc-acdm,40, United-States, <=50K
20, Assoc-acdm,40, United-States, <=50K
34, Some-college,20, United-States, >50K
51, Masters,40, United-States, <=50K
45, HS-grad,15, United-States, <=50K
20, Some-college,40, United-States, <=50K
31, Some-college,40, United-States, <=50K
29, HS-grad,40, United-States, <=50K
56, Bachelors,30, Canada, <=50K
55, Some-college,12, United-States, >50K
26, Some-college,20, United-States, <=50K
46, Some-college,45, United-States, >50K
32, HS-grad,40, United-States, <=50K
28, HS-grad,40, United-States, <=50K
27, 7th-8th,35, Guatemala, <=50K
23, 9th,40, Mexico, <=50K
59, 10th,40, United-States, <=50K
26, 12th,48, Guatemala, <=50K
36, 10th,40, United-States, <=50K
18, HS-grad,15, United-States, <=50K
33, 9th,70, United-States, <=50K
60, Assoc-voc,15, Germany, >50K
40, HS-grad,48, Mexico, <=50K
48, HS-grad,43, United-States, <=50K
27, 10th,48, United-States, <=50K
19, Some-college,20, United-States, <=50K
38, Bachelors,50, United-States, >50K
26, Some-college,43, United-States, <=50K
45, Assoc-voc,40, United-States, <=50K
20, Some-college,20, United-States, <=50K
32, HS-grad,40, United-States, <=50K
22, Some-college,13, United-States, <=50K
22, HS-grad,40, United-States, <=50K
38, HS-grad,38, United-States, <=50K
34, HS-grad,50, United-States, >50K
46, 1st-4th,30, Mexico, <=50K
39, Bachelors,25, United-States, <=50K
79, HS-grad,24, United-States, <=50K
60, Bachelors,8, United-States, >50K
24, HS-grad,40, Dominican-Republic, <=50K
31, Some-college,65, United-States, <=50K
37, Bachelors,77, Vietnam, <=50K
23, HS-grad,40, United-States, <=50K
31, Some-college,45, El-Salvador, <=50K
29, Bachelors,40, United-States, >50K
22, Bachelors,43, United-States, <=50K
69, Some-college,20, United-States, <=50K
55, HS-grad,38, United-States, <=50K
43, HS-grad,40, United-States, <=50K
23, 7th-8th,36, Mexico, <=50K
29, HS-grad,35, Mexico, <=50K
22, Assoc-voc,40, Mexico, <=50K
22, Some-college,42, United-States, <=50K
25, HS-grad,84, United-States, >50K
29, Some-college,45, United-States, <=50K
25, Some-college,40, United-States, <=50K
33, HS-grad,40, United-States, <=50K
33, Bachelors,40, United-States, >50K
31, Doctorate,28, United-States, <=50K
30, Masters,45, United-States, >50K
55, Bachelors,40, United-States, <=50K
36, 12th,50, United-States, <=50K
