Restaurant Name,City,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Price range,Aggregate rating,Rating color,Rating text,Votes
Zizo,New Delhi,"Lebanese, Mediterranean, Middle Eastern, Arabian",1600,Yes,Yes,3,3.9,Yellow,Good,1071
Kettle & Kegs,New Delhi,Tea,200,No,Yes,1,0.0,White,Not rated,0
Ovenstory Pizza,New Delhi,"Pizza, Fast Food",500,No,Yes,2,0.0,White,Not rated,0
Shree Hari Vaishnav Dhaba,New Delhi,North Indian,200,No,No,1,0.0,White,Not rated,2
38 Barracks,New Delhi,"North Indian, Italian, Asian, American",1600,Yes,No,3,4.4,Green,Very Good,840
Ambrosia Bliss,New Delhi,"North Indian, Chinese, Italian, Continental",1800,Yes,No,3,4.0,Green,Very Good,2333
Ardor 2.1,New Delhi,"North Indian, Chinese, Continental, Italian",2000,Yes,Yes,4,4.1,Green,Very Good,1821
Barbeque Nation,New Delhi,"North Indian, Chinese",1600,No,No,3,4.1,Green,Very Good,3164
Bikkgane Biryani,New Delhi,"Biryani, North Indian, Hyderabadi",800,No,Yes,2,4.1,Green,Very Good,740
Biryani Blues,New Delhi,"Biryani, Hyderabadi",1000,No,Yes,3,4.0,Green,Very Good,510
Caffe 9,New Delhi,"North Indian, Chinese, Italian, American, Middle Eastern",2000,Yes,Yes,4,4.2,Green,Very Good,961
Excuse Me Boss,New Delhi,"Continental, North Indian, Chinese, Mediterranean",1800,Yes,No,3,4.1,Green,Very Good,799
Fa Yian,New Delhi,Chinese,1200,Yes,No,3,4.0,Green,Very Good,412
Farzi Cafe,New Delhi,Modern Indian,2200,No,No,4,4.4,Green,Very Good,1942
Fuji Japanese Restaurant,New Delhi,Japanese,2000,Yes,Yes,4,4.0,Green,Very Good,312
Healthy Routes,New Delhi,"Healthy Food, Continental, Italian",800,Yes,Yes,2,4.0,Green,Very Good,361
HotMess,New Delhi,"North Indian, Mediterranean, Asian, Fast Food",1900,Yes,Yes,3,4.3,Green,Very Good,1129
House of Commons,New Delhi,"Continental, Mediterranean, Italian, North Indian",1400,Yes,No,3,4.0,Green,Very Good,510
Johnny Rockets,New Delhi,"Fast Food, American, Burger",1000,Yes,No,3,4.0,Green,Very Good,608
Odeon Social,New Delhi,"Continental, American, Asian, North Indian",1600,Yes,No,3,4.1,Green,Very Good,1959
Pebble Street,New Delhi,"Italian, Mexican, Continental, North Indian, Finger Food",1800,Yes,Yes,3,4.0,Green,Very Good,817
Piali - The Curry Bistro,New Delhi,"Asian, North Indian",1200,Yes,Yes,3,4.1,Green,Very Good,400
Saravana Bhavan,New Delhi,South Indian,500,No,Yes,2,4.3,Green,Very Good,5172
Smoke On Water,New Delhi,"Continental, Mexican, Burger, American, Pizza, Tex-Mex",1300,Yes,No,3,4.1,Green,Very Good,467
Starbucks,New Delhi,Cafe,700,No,No,2,4.1,Green,Very Good,2417
The Darzi Bar & Kitchen,New Delhi,"North Indian, European",1500,Yes,No,3,4.1,Green,Very Good,90
The G.T. Road,New Delhi,"North Indian, Afghani, Mughlai",1500,Yes,No,3,4.3,Green,Very Good,104
The Town House Cafe,New Delhi,"Continental, North Indian, Italian, Asian",2100,Yes,No,4,4.0,Green,Very Good,2252
United Coffee House,New Delhi,"North Indian, European, Asian, Mediterranean",2200,Yes,No,4,4.1,Green,Very Good,1838
Unplugged Courtyard,New Delhi,"North Indian, Continental",1600,No,No,3,4.0,Green,Very Good,1758
Wenger's Deli,New Delhi,"Bakery, Desserts, Fast Food",400,No,No,1,4.3,Green,Very Good,1457
Wenger's,New Delhi,"Bakery, Fast Food, Desserts",400,No,No,1,4.3,Green,Very Good,3591
{Niche} - Cafe & Bar,New Delhi,"North Indian, Chinese, Italian, Continental",1500,Yes,No,3,4.1,Green,Very Good,492
Chicken Minar,New Delhi,"North Indian, Chinese",550,No,Yes,2,2.6,Orange,Average,77
G Lounge,New Delhi,"North Indian, Chinese",1900,Yes,No,3,3.2,Orange,Average,113
Gyms Kook,New Delhi,"Continental, Italian",1000,No,Yes,3,3.3,Orange,Average,140
Burger Joint,New Delhi,"Fast Food, Burger",300,No,Yes,1,3.5,Yellow,Good,164
Eleven to Eleven,New Delhi,"North Indian, Chinese",800,No,Yes,2,3.1,Orange,Average,106
Le Chef,New Delhi,"North Indian, Chinese, South Indian, Fast Food",800,Yes,Yes,2,3.3,Orange,Average,134
McDonald's,New Delhi,"Fast Food, Burger",500,No,Yes,2,3.4,Orange,Average,77
The Buffet Wagon,New Delhi,North Indian,950,Yes,Yes,2,3.3,Orange,Average,102
Haldiram's,New Delhi,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,No,No,2,3.5,Yellow,Good,217
Connexions Bar - Crowne Plaza,New Delhi,Finger Food,2500,Yes,No,4,3.5,Yellow,Good,59
Deli - Crowne Plaza,New Delhi,"Bakery, Desserts, Fast Food",1000,Yes,No,3,3.7,Yellow,Good,60
Lobby Lounge - Crowne Plaza,New Delhi,Finger Food,2000,Yes,No,4,3.2,Orange,Average,12
Infinity - Crowne Plaza,New Delhi,"Italian, North Indian, Continental",3000,Yes,No,4,3.5,Yellow,Good,115
Fiery Grills,New Delhi,"North Indian, Chinese, Continental",1000,Yes,No,3,3.3,Orange,Average,165
McDonald's,New Delhi,"Fast Food, Burger",500,No,Yes,2,3.4,Orange,Average,41
Cafe Desire,New Delhi,"North Indian, Chinese, Finger Food",1000,Yes,Yes,3,3.5,Yellow,Good,116
Haldiram's,New Delhi,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",550,No,No,2,3.7,Yellow,Good,262
Kake Di Hatti,New Delhi,North Indian,400,No,No,1,3.5,Yellow,Good,364
Akash Deep,New Delhi,"North Indian, South Indian, Chinese, Fast Food",600,No,No,2,2.8,Orange,Average,28
Al Saad Foods,New Delhi,"North Indian, Fast Food",400,No,No,1,3.2,Orange,Average,12
Cafe Coffee Day,New Delhi,Cafe,450,No,No,1,2.8,Orange,Average,22
Chandrika,New Delhi,North Indian,400,No,No,1,2.9,Orange,Average,6
Dawat-E-Chaman,New Delhi,"North Indian, Mughlai",400,No,No,1,3.4,Orange,Average,45
Kallu Nihari,New Delhi,Mughlai,150,No,No,1,3.0,Orange,Average,6
King Bikaneri,New Delhi,"North Indian, Chinese, Fast Food, South Indian",400,No,No,1,2.9,Orange,Average,6
Manchanda Bakery,New Delhi,"Bakery, Fast Food",200,No,No,1,3.1,Orange,Average,8
McDonald's,New Delhi,"Fast Food, Burger",500,No,Yes,2,2.8,Orange,Average,23
Mehta Restaurant,New Delhi,"Street Food, Mithai",150,No,No,1,3.2,Orange,Average,6
Shree Jee Rasoi,New Delhi,"North Indian, Chinese",500,No,Yes,2,3.0,Orange,Average,33
Taj Snacks,New Delhi,South Indian,200,No,No,1,3.0,Orange,Average,5
Zaika,New Delhi,"North Indian, Chinese, Mughlai",600,No,No,2,3.4,Orange,Average,159
Bagli's Kitchen,New Delhi,Parsi,500,No,No,2,3.7,Yellow,Good,85
Bhaja Govindam,New Delhi,"North Indian, South Indian",700,Yes,No,2,3.8,Yellow,Good,189
Changezi Chicken,New Delhi,"North Indian, Mughlai",500,No,Yes,2,3.7,Yellow,Good,519
Dilli Gate,New Delhi,"North Indian, Chinese, Mughlai",500,No,No,2,3.5,Yellow,Good,26
Jahangeer Foods,New Delhi,"North Indian, Mughlai",600,No,No,2,3.8,Yellow,Good,124
Moti Mahal,New Delhi,"North Indian, Chinese",1100,Yes,No,3,3.6,Yellow,Good,711
Nandlal Ka Dhaba,New Delhi,"North Indian, Mughlai",500,No,No,2,3.6,Yellow,Good,109
Sugandh,New Delhi,North Indian,400,No,No,1,3.7,Yellow,Good,57
Suvidha Vegetarian,New Delhi,North Indian,350,No,No,1,3.6,Yellow,Good,88
Anupam Jalpan,New Delhi,North Indian,200,No,No,1,0.0,White,Not rated,0
Aunty's Kitchen,New Delhi,North Indian,100,No,No,1,0.0,White,Not rated,0
Cafe Coffee Day,New Delhi,Cafe,450,No,No,1,0.0,White,Not rated,0
Delhi 6 Foods,New Delhi,North Indian,300,No,No,1,0.0,White,Not rated,0
Fry Centre,New Delhi,North Indian,200,No,No,1,0.0,White,Not rated,0
Hilal Hotel Nihari,New Delhi,Mughlai,400,No,No,1,0.0,White,Not rated,0
Iqbal's Mughal Cuisine,New Delhi,"North Indian, Mughlai",500,No,No,2,0.0,White,Not rated,0
Kake Di Hatti Punjabi Khana,New Delhi,North Indian,200,No,No,1,0.0,White,Not rated,1
Kaushal Dhaba,New Delhi,North Indian,150,No,No,1,0.0,White,Not rated,0
Khan Foods,New Delhi,Mughlai,400,No,No,1,0.0,White,Not rated,0
Kumar Sweet House,New Delhi,"Mithai, Street Food",150,No,No,1,0.0,White,Not rated,1
Negi Restaurant,New Delhi,North Indian,150,No,No,1,0.0,White,Not rated,0
Old Delhi Food Factory,New Delhi,Mughlai,500,No,No,2,0.0,White,Not rated,3
Parantha Point,New Delhi,North Indian,100,No,No,1,0.0,White,Not rated,1
R.P.W Pizza,New Delhi,Pizza,300,No,No,1,0.0,White,Not rated,3
Rajdhani Restaurant,New Delhi,North Indian,400,No,No,1,0.0,White,Not rated,0
Roll's World,New Delhi,Fast Food,200,No,No,1,0.0,White,Not rated,0
Shree Krishna Dhaba,New Delhi,"North Indian, South Indian",100,No,No,1,0.0,White,Not rated,0
Taj Chicken Point,New Delhi,"North Indian, Mughlai",400,No,No,1,0.0,White,Not rated,0
Domino's Pizza,New Delhi,"Pizza, Fast Food",700,No,No,2,2.3,Red,Poor,32
Delhi 6 - Royal Cuisine Of The Walled City,New Delhi,Mughlai,500,No,No,2,4.1,Green,Very Good,271
Food Hub,New Delhi,"Bakery, Fast Food",150,No,No,1,3.0,Orange,Average,4
RR China Tawun,New Delhi,Chinese,250,No,No,1,0.0,White,Not rated,1
Aka Saka,New Delhi,"Chinese, Japanese",1200,Yes,No,3,3.3,Orange,Average,176
Anil Mishtan Wala,New Delhi,"Mithai, Street Food",100,No,No,1,3.1,Orange,Average,10
Barista,New Delhi,Cafe,650,No,Yes,2,3.3,Orange,Average,73
Cafe 1 Fast Food,New Delhi,"Fast Food, Street Food",200,No,No,1,3.0,Orange,Average,12
Cake Central - Premier Cake Design Studio,New Delhi,"Bakery, Desserts",300,No,No,1,3.4,Orange,Average,13
Chawla's Tandoori Junction,New Delhi,"North Indian, Chinese, Mughlai",600,No,No,2,3.3,Orange,Average,33
Chawnsan Chef,New Delhi,"Mughlai, North Indian, Chinese",700,No,Yes,2,3.4,Orange,Average,104
Choco Kraft,New Delhi,"Bakery, Desserts",300,No,Yes,1,3.2,Orange,Average,12
Colonel's Kababz,New Delhi,"North Indian, Mughlai",900,Yes,No,2,3.2,Orange,Average,600
Confectionately Seerat's,New Delhi,"Bakery, Desserts",600,No,No,2,3.2,Orange,Average,13
Country Curries,New Delhi,"North Indian, Bengali",700,No,Yes,2,2.7,Orange,Average,8
Domino's Pizza,New Delhi,"Pizza, Fast Food",700,No,No,2,2.5,Orange,Average,78
Duggal's Rasoi,New Delhi,"North Indian, Mughlai",600,No,No,2,3.4,Orange,Average,35
Firefly India,New Delhi,"Bakery, Desserts",500,No,No,2,3.4,Orange,Average,16
Fluffles - The Fluffy Waffle Co.,New Delhi,Desserts,300,No,Yes,1,2.5,Orange,Average,7
Giani's,New Delhi,"Ice Cream, Desserts",400,No,Yes,1,2.8,Orange,Average,26
Giani,New Delhi,"Ice Cream, Desserts",400,No,Yes,1,3.3,Orange,Average,29
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,No,1,2.7,Orange,Average,16
Gulshan Fish & Chicken Fry,New Delhi,North Indian,450,No,No,1,3.2,Orange,Average,14
Kitchen22,New Delhi,Fast Food,500,No,No,2,3.1,Orange,Average,9
La Chocoallure,New Delhi,Desserts,250,No,No,1,2.9,Orange,Average,7
Little Dragon,New Delhi,"Fast Food, Chinese",300,No,No,1,2.9,Orange,Average,102
Maddi Sweet Centre,New Delhi,"Mithai, Street Food",150,No,No,1,3.2,Orange,Average,22
Man Vs Food The Kitchen,New Delhi,"North Indian, Mughlai",600,No,Yes,2,3.1,Orange,Average,9
MB's,New Delhi,"Continental, Chinese, North Indian",1600,Yes,No,3,3.1,Orange,Average,128
Moet's Sizzlers,New Delhi,Continental,1600,No,No,3,3.0,Orange,Average,496
Oberoi's,New Delhi,"North Indian, Mughlai",450,No,No,1,3.2,Orange,Average,8
Punjabee's Darbar,New Delhi,"North Indian, Chinese",550,No,Yes,2,3.3,Orange,Average,19
Qureshi's Kabab Corner,New Delhi,"North Indian, Mughlai",600,No,No,2,3.4,Orange,Average,35
Saleem's Restaurant,New Delhi,"North Indian, Mughlai, Chinese",600,No,Yes,2,3.2,Orange,Average,53
Suri Saab Restaurant,New Delhi,"North Indian, Chinese, Mughlai",600,No,Yes,2,3.0,Orange,Average,39
The Sweet Boutique,New Delhi,Bakery,300,No,No,1,3.3,Orange,Average,25
Tibb's Frankie,New Delhi,Fast Food,300,No,No,1,3.2,Orange,Average,28
Veg Ex,New Delhi,North Indian,500,No,Yes,2,3.4,Orange,Average,44
Zaaika Junction,New Delhi,"North Indian, Mughlai, Chinese",500,No,Yes,2,2.6,Orange,Average,56
28 Capri Italy,New Delhi,Italian,1500,Yes,Yes,3,3.9,Yellow,Good,245
4S Chinese Restaurant,New Delhi,"Chinese, Thai",700,No,No,2,3.5,Yellow,Good,215
Amici Cafe,New Delhi,"Cafe, Italian",1200,Yes,Yes,3,3.6,Yellow,Good,386
Angels in my Kitchen,New Delhi,"Bakery, Desserts, Fast Food",350,No,Yes,1,3.8,Yellow,Good,460
Arabian Delites,New Delhi,"Lebanese, Arabian",600,No,Yes,2,3.6,Yellow,Good,146
Baskin Robbins,New Delhi,Ice Cream,300,No,No,1,3.7,Yellow,Good,55
Cafe Brown Sugar,New Delhi,"Cafe, Italian, Chinese",1000,No,Yes,3,3.7,Yellow,Good,390
Chakhnaa Wala,New Delhi,"Mughlai, Fast Food",400,No,Yes,1,3.5,Yellow,Good,15
Cocoberry,New Delhi,Desserts,300,No,Yes,1,3.6,Yellow,Good,130
Concept,New Delhi,"North Indian, Mughlai, Chinese",600,No,No,2,3.9,Yellow,Good,301
Deez Biryani & Kebabs,New Delhi,"Biryani, North Indian, Mughlai",800,Yes,Yes,2,3.7,Yellow,Good,338
Def Col Social,New Delhi,"Continental, American, Asian, North Indian",1600,Yes,Yes,3,3.9,Yellow,Good,798
D�_ner Grill,New Delhi,"Fast Food, Turkish",900,No,Yes,2,3.8,Yellow,Good,192
Hong Kong Express,New Delhi,"Chinese, Thai",700,No,Yes,2,3.8,Yellow,Good,196
Kent's Fast Food,New Delhi,"Burger, Fast Food",500,No,Yes,2,3.7,Yellow,Good,766
Koyla Kebab,New Delhi,"North Indian, Mughlai",700,No,Yes,2,3.6,Yellow,Good,42
Meraki Cafe & Bar,New Delhi,"North Indian, Continental, Chinese, Italian",1400,Yes,Yes,3,3.6,Yellow,Good,139
Milk Patisserie,New Delhi,"Bakery, Desserts",300,No,Yes,1,3.8,Yellow,Good,24
Moets Curry Leaf,New Delhi,"North Indian, Mughlai, Kashmiri",1500,Yes,Yes,3,3.5,Yellow,Good,208
Moets Oh! Bao,New Delhi,"Chinese, Japanese, Thai",1200,Yes,Yes,3,3.6,Yellow,Good,99
Moets Shack,New Delhi,"Seafood, Continental, European",1800,Yes,Yes,3,3.7,Yellow,Good,601
Moets Stone,New Delhi,Italian,2000,Yes,Yes,4,3.8,Yellow,Good,354
Moti Mahal Delux,New Delhi,"North Indian, Mughlai, Chinese",1000,Yes,Yes,3,3.8,Yellow,Good,130
Nizam's Kathi Kabab,New Delhi,"North Indian, Fast Food",900,No,Yes,2,3.8,Yellow,Good,303
NYC.PIE,New Delhi,"Italian, Pizza",900,Yes,Yes,2,3.8,Yellow,Good,306
Raro,New Delhi,"Cafe, Bakery",800,No,No,2,3.7,Yellow,Good,304
Sagar Ratna,New Delhi,"North Indian, Chinese",600,No,Yes,2,3.7,Yellow,Good,308
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2,3.6,Yellow,Good,84
Swagath,New Delhi,"North Indian, Chinese, South Indian, Seafood, Chettinad",1500,Yes,No,3,3.9,Yellow,Good,749
The Jugaad Cafe Bar,New Delhi,"North Indian, Chinese, Continental",1800,Yes,No,3,3.8,Yellow,Good,238
Chicken Biryani Centre,New Delhi,Biryani,200,No,No,1,0.0,White,Not rated,2
Ekta Restaurant,New Delhi,North Indian,200,No,No,1,0.0,White,Not rated,2
Garam Masala,New Delhi,North Indian,300,No,No,1,0.0,White,Not rated,0
Gulati Food Corner,New Delhi,Chinese,150,No,No,1,0.0,White,Not rated,2
Kolkatta Kathi Roll,New Delhi,"North Indian, Fast Food",150,No,No,1,0.0,White,Not rated,0
Muradabadi Shahi Biryani & Chicken Corner,New Delhi,Mughlai,400,No,No,1,0.0,White,Not rated,0
Rara Dragon,New Delhi,Chinese,500,No,No,2,0.0,White,Not rated,0
Mehfil,New Delhi,"North Indian, Mughlai",600,No,No,2,2.4,Red,Poor,35
Bonne Bouche,New Delhi,"Italian, French",1750,Yes,Yes,3,4.1,Green,Very Good,711
Cafe Yell,New Delhi,"Cafe, Continental, Italian",1000,Yes,No,3,4.4,Green,Very Good,50
Defence Bakery,New Delhi,"Bakery, Fast Food",400,No,Yes,1,4.1,Green,Very Good,561
Desi Vibes,New Delhi,"North Indian, Mughlai",1500,Yes,Yes,3,4.0,Green,Very Good,183
Ek Bar,New Delhi,Modern Indian,1700,Yes,Yes,3,4.1,Green,Very Good,242
Hwealthcafe,New Delhi,"Cafe, Healthy Food, Continental",800,Yes,Yes,2,4.1,Green,Very Good,223
Kathputli,New Delhi,Rajasthani,900,Yes,Yes,2,4.1,Green,Very Good,769
Kulfiano,New Delhi,Ice Cream,200,No,Yes,1,4.0,Green,Very Good,169
Number 31,New Delhi,"Continental, Asian, Sushi",1600,Yes,Yes,3,4.2,Green,Very Good,63
RoadRomeo,New Delhi,"North Indian, Hyderabadi, Kashmiri, Chinese",1650,Yes,Yes,3,4.0,Green,Very Good,460
Sagar Ratna,New Delhi,"South Indian, North Indian, Chinese",600,No,Yes,2,4.0,Green,Very Good,782
The Culinary Pitaara,New Delhi,"North Indian, Chinese",900,No,Yes,2,4.2,Green,Very Good,95
Whipped,New Delhi,"Bakery, Desserts",550,No,Yes,2,4.2,Green,Very Good,372
Milko's,New Delhi,"Street Food, Mithai",200,No,No,1,0.0,White,Not rated,2
Mom's Bake,New Delhi,"Bakery, Fast Food",200,No,No,1,0.0,White,Not rated,0
RV Restaurant,New Delhi,"North Indian, Chinese, South Indian",300,No,No,1,0.0,White,Not rated,0
Turning Point Fast Food,New Delhi,"South Indian, Chinese, Continental",600,No,No,2,0.0,White,Not rated,1
A Vaishno Bhojnalaya,New Delhi,North Indian,100,No,No,1,3.1,Orange,Average,29
Aim Delhi Cafe,New Delhi,Cafe,400,No,No,1,3.4,Orange,Average,69
Apni Rasoi,New Delhi,"North Indian, Chinese",400,No,Yes,1,2.8,Orange,Average,109
Blue Bull Cafe,New Delhi,"Cafe, North Indian, Chinese",800,No,No,2,2.8,Orange,Average,15
Cafe Bethak,New Delhi,"Cafe, Continental, Chinese",600,No,No,2,3.4,Orange,Average,76
Cafe Coffee Day,New Delhi,Cafe,450,No,No,1,3.4,Orange,Average,46
Cafe Coffee Day,New Delhi,Cafe,450,No,No,1,3.2,Orange,Average,87
Chakhlo Food Court,New Delhi,"North Indian, South Indian, Chinese, Street Food, Fast Food",300,No,No,1,2.6,Orange,Average,45
Domino's Pizza,New Delhi,"Pizza, Fast Food",700,No,No,2,2.5,Orange,Average,109
Frontier,New Delhi,"Bakery, Desserts",200,No,No,1,3.0,Orange,Average,8
Good Foods,New Delhi,"North Indian, Fast Food, Chinese",300,No,No,1,3.3,Orange,Average,35
Grain Bell Restaurant,New Delhi,"North Indian, Chinese",450,No,Yes,1,2.8,Orange,Average,81
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,Yes,1,3.1,Orange,Average,72
Grover's - The Baker Shop,New Delhi,"Bakery, Fast Food",100,No,No,1,3.0,Orange,Average,18
Hookups Cafe & Lounge,New Delhi,"Chinese, Continental, North Indian",850,Yes,No,2,3.3,Orange,Average,113
Jai Hind Dairy,New Delhi,Mithai,100,No,No,1,2.8,Orange,Average,5
Kaveri,New Delhi,North Indian,300,No,No,1,3.3,Orange,Average,51
Khushboo Vaishno Dhaba,New Delhi,North Indian,150,No,No,1,2.9,Orange,Average,5
Korea Restaurant,New Delhi,Korean,900,Yes,No,2,3.0,Orange,Average,82
Kukkad Nukkad,New Delhi,North Indian,600,No,Yes,2,3.0,Orange,Average,12
Metro Fast Food,New Delhi,"Chinese, Fast Food",350,No,Yes,1,2.6,Orange,Average,26
Mughlai Flavours,New Delhi,Mughlai,300,No,Yes,1,3.2,Orange,Average,17
Pitstop,New Delhi,"North Indian, Mughlai, Chinese",600,No,Yes,2,3.3,Orange,Average,85
Pizza Hut,New Delhi,"Italian, Pizza, Fast Food",1000,No,Yes,3,3.4,Orange,Average,143
Prince Snacks & Momo's Point,New Delhi,Chinese,300,No,No,1,3.4,Orange,Average,39
Qash Retro Bar,New Delhi,"Finger Food, North Indian, Italian",2000,Yes,No,4,2.7,Orange,Average,81
Red Chillies,New Delhi,Fast Food,250,No,No,1,3.3,Orange,Average,69
Samrat Bakers,New Delhi,"Bakery, Fast Food",200,No,No,1,2.6,Orange,Average,16
Samrat Restaurant,New Delhi,"North Indian, Chinese, South Indian, Fast Food",700,No,No,2,3.4,Orange,Average,173
Shammi Bhai Lassi Wala,New Delhi,"Chinese, Beverages",400,No,No,1,3.2,Orange,Average,45
Shooters Lounge and Bar,New Delhi,"North Indian, Chinese",1100,No,No,3,2.7,Orange,Average,50
Singh Ching,New Delhi,"North Indian, Chinese, Mughlai",600,No,Yes,2,3.4,Orange,Average,427
Southy,New Delhi,South Indian,450,No,Yes,1,2.6,Orange,Average,138
Take n Taste Shawarma Zone,New Delhi,Fast Food,100,No,No,1,3.0,Orange,Average,14
The Night Owl,New Delhi,Chinese,450,No,Yes,1,2.8,Orange,Average,51
Tilak's The Diners,New Delhi,"North Indian, Chinese, Fast Food",700,No,Yes,2,3.1,Orange,Average,130
Spezia Bistro,New Delhi,"Cafe, Continental, Chinese, Italian",900,Yes,Yes,2,4.6,Dark Green,Excellent,1071
Cent Percent The Pastry Shop,New Delhi,"Bakery, Fast Food",250,No,Yes,1,3.6,Yellow,Good,258
For God's Cake,New Delhi,Bakery,250,No,Yes,1,3.9,Yellow,Good,533
Laxmi Ice Cream,New Delhi,"Ice Cream, Desserts",150,No,No,1,3.7,Yellow,Good,93
Mirch Masala MM Cafe,New Delhi,"North Indian, Chinese, Cafe",550,No,Yes,2,3.7,Yellow,Good,484
Moh Maya Cafe,New Delhi,"North Indian, Continental, Chinese, Italian, Lebanese",1000,Yes,No,3,3.7,Yellow,Good,49
QD's Restaurant,New Delhi,"Chinese, North Indian, Fast Food, Italian",800,No,Yes,2,3.9,Yellow,Good,2724
SuperHero Cafe,New Delhi,"Cafe, Chinese, Italian",550,No,Yes,2,3.8,Yellow,Good,541
Suresh Fast Food,New Delhi,"North Indian, Chinese",250,No,No,1,3.7,Yellow,Good,91
Wood Box Cafe,New Delhi,"Cafe, Fast Food, Italian, Chinese",650,Yes,Yes,2,3.8,Yellow,Good,1970
Best Biryani,New Delhi,Mughlai,400,No,No,1,0.0,White,Not rated,0
Derawal Soda Fountain,New Delhi,Beverages,100,No,No,1,0.0,White,Not rated,1
Eat & Gulp,New Delhi,"Fast Food, Italian",300,No,No,1,0.0,White,Not rated,1
L.N Live Kitchen,New Delhi,"Chinese, Fast Food",300,No,No,1,0.0,White,Not rated,0
Papa Buns,New Delhi,Cafe,250,No,No,1,0.0,White,Not rated,1
Preet Fast Foods,New Delhi,Street Food,50,No,No,1,0.0,White,Not rated,0
Sikkim Chinese Food,New Delhi,Chinese,350,No,No,1,0.0,White,Not rated,2
Tawa King,New Delhi,North Indian,350,No,No,1,0.0,White,Not rated,0
The Pork Shop,New Delhi,Chinese,400,No,Yes,1,0.0,White,Not rated,3
TiffinToons,New Delhi,"North Indian, South Indian",200,No,No,1,0.0,White,Not rated,0
Vaishno Rasoi,New Delhi,North Indian,350,No,No,1,0.0,White,Not rated,3
Sagar Ratna,New Delhi,"South Indian, North Indian, Chinese",600,No,Yes,2,2.4,Red,Poor,147
Slice of Italy,New Delhi,"Italian, Pizza, Bakery",700,No,Yes,2,2.4,Red,Poor,148
Bakar The Cafe,New Delhi,Cafe,400,No,No,1,4.1,Green,Very Good,111
Indus Flavour,New Delhi,"North Indian, Chinese, Cafe",700,Yes,Yes,2,4.1,Green,Very Good,1384
Raw Creams,New Delhi,"Ice Cream, Desserts, Beverages",250,No,Yes,1,4.3,Green,Very Good,156
Ricos,New Delhi,"Cafe, Mexican, American, Italian, Lebanese, Continental",900,No,No,2,4.3,Green,Very Good,4085
The Hudson Cafe,New Delhi,"Cafe, Italian, Continental, Chinese",850,No,Yes,2,4.4,Green,Very Good,1537
YOLO 21,New Delhi,"Cafe, Italian, Continental",700,Yes,No,2,4.2,Green,Very Good,1526
Assam Food Stall,New Delhi,"Assamese, Chinese",400,No,No,1,2.8,Orange,Average,45
Darbar E Awadh,New Delhi,"North Indian, Mughlai",750,No,No,2,3.2,Orange,Average,26
Hotel Tamil Nadu,New Delhi,South Indian,350,No,No,1,3.1,Orange,Average,13
Incrivel Goa,New Delhi,Goan,700,No,Yes,2,2.5,Orange,Average,29
Lakshadweep,New Delhi,"North Indian, Chinese, South Indian",200,No,No,1,2.8,Orange,Average,11
Odisha,New Delhi,Oriya,450,No,No,1,3.1,Orange,Average,52
Rajasthan Food Stall No. 1,New Delhi,"Rajasthani, North Indian",400,No,No,1,3.4,Orange,Average,69
Shillong View,New Delhi,Chinese,350,No,No,1,3.0,Orange,Average,36
